Category,Value
Type,Nomadic (diesel)
Daily Driving Distance,508.37691964373545
Annual Kilometers Driven,111842.9223216218
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.404545454545454
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.9506673154315255
Road Tax per km,0.07728696479463248
Truck Financing Cost per km,0.7202355971072175
Battery Financing Cost per km,0.0
Total Cost per km,11.270318565529205
Total Cost per month,105042.11365536791
Total Cost per year,1260505.3638644149
TCO,6665740.445613373
TCO per km,8.514160890300104
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.06512776806599227
TCO_maintenance_frac,0.08861713161779632
TCO_driver_frac,0.44766728274236517
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.41771363767180036
TCO_electricity_frac,0.0
TCO_residual_frac,-0.01912582009795406
