Category,Value
Type,Nomadic (diesel)
Daily Driving Distance,506.8420879216706
Annual Kilometers Driven,111505.25934276753
Public Fast Charging Ratio,1
Daily Range,2164.7759697758133
Daily Battery Capacity,800
Daily Time,7.3090909090909095
Charger Cost per km,0
Maintenance Cost per km,0.9799999999999999
Driver Cost per km,4.901645027521753
Road Tax per km,0.07752100708925591
Truck Financing Cost per km,0.7224166323214267
Battery Financing Cost per km,0.0
Total Cost per km,11.223477312833642
Total Cost per month,104289.72904126525
Total Cost per year,1251476.748495183
TCO,6616979.600309947
TCO per km,8.477472772279517
Battery Replacements,0.0
Battery Replacement Cost,0
TCO_financing_frac,0.0656076977643511
TCO_maintenance_frac,0.08900064164145226
TCO_driver_frac,0.44515260464088774
TCO_battery_frac,0.0
TCO_Charging_frac,0.0
TCO_diesel_frac,0.4195213848211422
TCO_electricity_frac,0.0
TCO_residual_frac,-0.019282328867833334
